input_text,target_text,label
"{'title': 'Restrictive environmental puzzles', 'description': 'Traditional puzzles are often limited by physical barriers like locked doors or high walls. A teleport mechanic fundamentally changes the design space for puzzles. It allows designers to create challenges based on line-of-sight and verticality, where the solution is not about finding a key, but about finding a new angle to teleport from.\n'}","Interact - The Interact mechanic is the fundamental bridge between the player and the game world's objects, characters, and systems. The implementation is context-sensitive: the game engine detects when the player is near an interactable entity and presents a prompt for a specific action. This can range from a single-button system where the game determines the action to a menu-based system that offers the player multiple choices.  Advanced implementations include 'held' interactions, where holding a button for a duration creates tension or represents effort, such as reviving a teammate or disarming a trap.",0
"{'title': 'Limited traversal paths', 'description': 'In a typical platformer, the only valid paths are on horizontal surfaces. A wall run solves this limitation by turning vertical surfaces into temporary platforms. This dramatically opens up the design possibilities for level traversal, allowing for fluid, acrobatic sequences that would be impossible in a standard platformer.\n'}","Wall Run - A Wall Run is a parkour-style movement mechanic that allows the player character to run horizontally or vertically along flat surfaces for a limited time or distance. It is an advanced traversal technique that uses the environment itself as part of the player's path, often requiring a running start and allowing for chained movements with jumps or other abilities.",1
"{'title': 'Limited traversal paths', 'description': 'In a typical platformer, the only valid paths are on horizontal surfaces. A wall run solves this limitation by turning vertical surfaces into temporary platforms. This dramatically opens up the design possibilities for level traversal, allowing for fluid, acrobatic sequences that would be impossible in a standard platformer.\n'}","Economy Balancing - Economy Balancing is not a single mechanic, but the high-level design process of managing the flow of all resources and currency within a game. This involves tuning ""faucets"" (how resources are generated), ""drains"" or ""sinks"" (how resources are removed), and costs to ensure a stable, engaging, and unexploitable economic system for the player over the lifetime of the game.",0
"{'title': 'Limited traversal paths', 'description': 'In a typical platformer, the only valid paths are on horizontal surfaces. A wall run solves this limitation by turning vertical surfaces into temporary platforms. This dramatically opens up the design possibilities for level traversal, allowing for fluid, acrobatic sequences that would be impossible in a standard platformer.\n'}","Combo Input - A Combo Input is a method, primarily in fighting games, that requires the player to perform a specific sequence of directional inputs and button presses within a strict timing window to execute a special move. This can range from simple quarter-circle motions (down, down-forward, forward + punch) to complex, multi-step chains of inputs that require significant muscle memory to perform consistently.",0
"{'title': 'One-dimensional level design', 'description': 'With only a single jump, level design is often restricted to simple, linear paths on a single plane. The double jump solves this by opening up the vertical axis. It allows designers to create more complex, layered environments with platforms and secrets that require precise aerial control to reach, adding significant depth to exploration.\n'}",Double Jump - A Double Jump is a core platforming mechanic that grants the player the ability to perform a second jump while in mid-air. This action defies real-world physics to provide the player with significantly enhanced vertical and horizontal control during aerial traversal. It serves as a foundational tool for creating more complex and demanding platforming challenges.,1
"{'title': 'One-dimensional level design', 'description': 'With only a single jump, level design is often restricted to simple, linear paths on a single plane. The double jump solves this by opening up the vertical axis. It allows designers to create more complex, layered environments with platforms and secrets that require precise aerial control to reach, adding significant depth to exploration.\n'}","Combo Input - A Combo Input is a method, primarily in fighting games, that requires the player to perform a specific sequence of directional inputs and button presses within a strict timing window to execute a special move. This can range from simple quarter-circle motions (down, down-forward, forward + punch) to complex, multi-step chains of inputs that require significant muscle memory to perform consistently.",0
"{'title': 'One-dimensional level design', 'description': 'With only a single jump, level design is often restricted to simple, linear paths on a single plane. The double jump solves this by opening up the vertical axis. It allows designers to create more complex, layered environments with platforms and secrets that require precise aerial control to reach, adding significant depth to exploration.\n'}","Upgrading - Upgrading is a system of progressive, linear enhancement for a single piece of equipment. Unlike modular crafting, where parts are swapped, upgrading typically involves spending resources or currency to increase an item's existing stats (e.g., from Level 1 to Level 2). This provides a straightforward and granular path for item progression, allowing players to continually invest in their favorite gear.",0
"{'title': 'Punishing fall damage', 'description': 'In worlds with extreme verticality, a small misstep can lead to a long, fatal fall, which can be frustrating. A glide mechanic solves this by turning a potential punishment into an opportunity. It gives the player a safe and engaging way to descend from great heights and traverse massive gaps, making vertical exploration a core part of the game.\n'}","Glide - A Glide is a movement mechanic that allows a player in mid-air to dramatically slow their rate of descent and gain significant horizontal air travel. It is typically activated by holding a button after a jump. The system converts vertical momentum into controlled forward movement, allowing the player to cross large gaps or descend from great heights safely.",1
"{'title': 'Punishing fall damage', 'description': 'In worlds with extreme verticality, a small misstep can lead to a long, fatal fall, which can be frustrating. A glide mechanic solves this by turning a potential punishment into an opportunity. It gives the player a safe and engaging way to descend from great heights and traverse massive gaps, making vertical exploration a core part of the game.\n'}","Map Expansion - Map Expansion is a narrative and world-design technique where sections of the game map are initially inaccessible to the player and are unlocked as they reach certain milestones in the story or progression. This is often represented by a ""fog of war"" that gets cleared, but can also be a literal barrier that is removed, revealing a new region of the world.",0
"{'title': 'Punishing fall damage', 'description': 'In worlds with extreme verticality, a small misstep can lead to a long, fatal fall, which can be frustrating. A glide mechanic solves this by turning a potential punishment into an opportunity. It gives the player a safe and engaging way to descend from great heights and traverse massive gaps, making vertical exploration a core part of the game.\n'}","In-Game Currency - An In-Game Currency is a fungible, universally accepted medium of exchange within the game world (e.g., gold, credits, dollars). It acts as a standardized measure of value for goods and services, forming the backbone of any game economy. It is typically awarded to the player for completing activities and is spent on items, upgrades, and services provided by NPCs or other players.",0
"{'title': 'Abstracting physical actions', 'description': ""It's a design challenge to make a game about a physical activity like dancing or boxing feel intuitive with just a controller. Gesture recognition solves this by creating a direct, one-to-one link between the player's physical actions and the on-screen character's movements, providing a more immersive and intuitive control scheme for physical games.\n""}","Gesture Recognition - Gesture Recognition is a control scheme that uses a camera or other sensor to track the player's body movements and translate them into in-game actions. The system is programmed to recognize pre-defined physical gestures, like swinging an arm, making a specific pose, or a full-body dance move, and uses them as direct inputs.",1
"{'title': 'Abstracting physical actions', 'description': ""It's a design challenge to make a game about a physical activity like dancing or boxing feel intuitive with just a controller. Gesture recognition solves this by creating a direct, one-to-one link between the player's physical actions and the on-screen character's movements, providing a more immersive and intuitive control scheme for physical games.\n""}","Defensive Fortification - Defensive Fortification is a subset of building mechanics focused entirely on creating structures that mitigate damage, control enemy movement, or act as automated weapon platforms. This includes building walls, placing turrets, laying traps, and creating chokepoints. Unlike general base building, these constructions are purely functional and are built in direct anticipation of a hostile threat.",0
"{'title': 'Abstracting physical actions', 'description': ""It's a design challenge to make a game about a physical activity like dancing or boxing feel intuitive with just a controller. Gesture recognition solves this by creating a direct, one-to-one link between the player's physical actions and the on-screen character's movements, providing a more immersive and intuitive control scheme for physical games.\n""}","Dynamic Ecosystem - A Dynamic Ecosystem is a complex simulation where different forms of AI life (predators, prey, herbivores) and sometimes even flora interact with each other and the environment based on a set of systemic rules. These systems are designed to create unscripted, emergent behaviors, such as predators hunting prey, animals traveling in herds to specific water sources, or scavengers appearing at a fresh kill.",0
"{'title': 'Limited moveset on a simple controller', 'description': ""It's a fundamental design limitation: a controller has only a few face buttons, which can only support a small number of unique attacks. Combo inputs solve this. They dramatically expand a character's moveset by using sequences and combinations of the same few buttons to unlock dozens of different special moves.\n""}","Combo Input - A Combo Input is a method, primarily in fighting games, that requires the player to perform a specific sequence of directional inputs and button presses within a strict timing window to execute a special move. This can range from simple quarter-circle motions (down, down-forward, forward + punch) to complex, multi-step chains of inputs that require significant muscle memory to perform consistently.",1
"{'title': 'Limited moveset on a simple controller', 'description': ""It's a fundamental design limitation: a controller has only a few face buttons, which can only support a small number of unique attacks. Combo inputs solve this. They dramatically expand a character's moveset by using sequences and combinations of the same few buttons to unlock dozens of different special moves.\n""}","Positional Audio - Positional Audio, often referred to as 3D audio or spatial sound, is an audio-processing technique that simulates how sound travels in a three-dimensional space. By manipulating volume, delay, and equalization based on a sound's source relative to the player (the ""listener""), the system allows players to accurately pinpoint the location and distance of in-game events based on sound alone. This requires headphones or a multi-speaker setup for the full effect.",0
"{'title': 'Limited moveset on a simple controller', 'description': ""It's a fundamental design limitation: a controller has only a few face buttons, which can only support a small number of unique attacks. Combo inputs solve this. They dramatically expand a character's moveset by using sequences and combinations of the same few buttons to unlock dozens of different special moves.\n""}","Secret Areas - Secret Areas are hidden locations within the game world that are not marked on the map and often require keen observation or unconventional use of game mechanics to find. These areas typically contain valuable loot, unique encounters, or narrative easter eggs as a reward for thorough exploration. They are intentionally placed off the main path to reward player curiosity.",0
"{'title': 'Lack of physical buttons on mobile devices', 'description': 'The primary hardware limitation of smartphones and tablets is the absence of physical buttons and joysticks. Touch input is the design solution for this. It creates a flexible, software-based control scheme that can be adapted to any game genre, from simple taps for puzzle games to complex virtual joysticks for shooters.\n'}","Touch Input - Touch Input is a control scheme designed for touchscreen devices, where player input is registered through direct physical contact with the screen. This includes gestures like tapping, swiping, pinching to zoom, and dragging. Game controls are rendered as virtual, on-screen elements rather than physical buttons.",1
"{'title': 'Lack of physical buttons on mobile devices', 'description': 'The primary hardware limitation of smartphones and tablets is the absence of physical buttons and joysticks. Touch input is the design solution for this. It creates a flexible, software-based control scheme that can be adapted to any game genre, from simple taps for puzzle games to complex virtual joysticks for shooters.\n'}","Secret Areas - Secret Areas are hidden locations within the game world that are not marked on the map and often require keen observation or unconventional use of game mechanics to find. These areas typically contain valuable loot, unique encounters, or narrative easter eggs as a reward for thorough exploration. They are intentionally placed off the main path to reward player curiosity.",0
"{'title': 'Lack of physical buttons on mobile devices', 'description': 'The primary hardware limitation of smartphones and tablets is the absence of physical buttons and joysticks. Touch input is the design solution for this. It creates a flexible, software-based control scheme that can be adapted to any game genre, from simple taps for puzzle games to complex virtual joysticks for shooters.\n'}","Inventory Management - Inventory Management is the system of rules and user interface that governs a player's ability to collect, store, and organize items. Key design pillars include inventory capacity (e.g., by weight, number of slots, or a grid system), sorting functionality, and the interface for equipping, using, or discarding items. It often functions as a puzzle or strategic layer in itself.",0
"{'title': 'Menu-heavy command inputs', 'description': 'In complex games like strategy titles or simulators, issuing commands to units often requires navigating through multiple nested menus, which is slow and cumbersome. Voice input can solve this by providing direct shortcuts. A player can simply say ""Unit 3, move to Sector Alpha"" instead of clicking through several UI elements, streamlining complex actions.\n'}","Voice Input - Voice Input is an input method that allows players to control in-game actions by speaking into a microphone. This system uses speech recognition technology to parse player speech and map it to specific commands within the game's control scheme. It is often used as an alternative or supplement to traditional controller or keyboard inputs, allowing for hands-free control of certain actions.",1
"{'title': 'Menu-heavy command inputs', 'description': 'In complex games like strategy titles or simulators, issuing commands to units often requires navigating through multiple nested menus, which is slow and cumbersome. Voice input can solve this by providing direct shortcuts. A player can simply say ""Unit 3, move to Sector Alpha"" instead of clicking through several UI elements, streamlining complex actions.\n'}","Non-linear Story - A Non-linear Story is a narrative structure where major plot points, quests, and story arcs can be completed in an order chosen by the player. Unlike a linear story that follows a fixed A->B->C sequence, a non-linear narrative presents multiple paths that can be pursued in parallel. These paths can converge or influence each other, and player choices can lead to significantly different outcomes.",0
"{'title': 'Menu-heavy command inputs', 'description': 'In complex games like strategy titles or simulators, issuing commands to units often requires navigating through multiple nested menus, which is slow and cumbersome. Voice input can solve this by providing direct shortcuts. A player can simply say ""Unit 3, move to Sector Alpha"" instead of clicking through several UI elements, streamlining complex actions.\n'}","Gesture Recognition - Gesture Recognition is a control scheme that uses a camera or other sensor to track the player's body movements and translate them into in-game actions. The system is programmed to recognize pre-defined physical gestures, like swinging an arm, making a specific pose, or a full-body dance move, and uses them as direct inputs.",0
"{'title': 'Analog stick aiming limitations', 'description': ""Aiming with a traditional analog stick can be slow and imprecise for some players, especially for fine adjustments. Motion controls offer a solution. By allowing the player to make small, intuitive wrist movements to fine-tune their aim ('gyro aiming'), it can provide a level of speed and precision that is difficult to achieve with a thumbstick alone.\n""}","Motion Controls - Motion Controls are a control scheme where the physical movement of the controller itselftilting, swinging, pointing, and shakingis translated into in-game actions. This is typically achieved through accelerometers and gyroscopes embedded within the controller that report its orientation and movement in 3D space.",1
"{'title': 'Analog stick aiming limitations', 'description': ""Aiming with a traditional analog stick can be slow and imprecise for some players, especially for fine adjustments. Motion controls offer a solution. By allowing the player to make small, intuitive wrist movements to fine-tune their aim ('gyro aiming'), it can provide a level of speed and precision that is difficult to achieve with a thumbstick alone.\n""}","PvP - Player versus Player (PvP) is a mode of gameplay where two or more players compete directly against each other, as opposed to against AI-controlled opponents in Player versus Environment (PvE) content. This is the foundation of all competitive multiplayer games, from fighting games to battle royales.",0
"{'title': 'Analog stick aiming limitations', 'description': ""Aiming with a traditional analog stick can be slow and imprecise for some players, especially for fine adjustments. Motion controls offer a solution. By allowing the player to make small, intuitive wrist movements to fine-tune their aim ('gyro aiming'), it can provide a level of speed and precision that is difficult to achieve with a thumbstick alone.\n""}","Combo Input - A Combo Input is a method, primarily in fighting games, that requires the player to perform a specific sequence of directional inputs and button presses within a strict timing window to execute a special move. This can range from simple quarter-circle motions (down, down-forward, forward + punch) to complex, multi-step chains of inputs that require significant muscle memory to perform consistently.",0
"{'title': 'Finite handcrafted content', 'description': 'Manually designing every level and encounter is incredibly time-consuming and results in a finite amount of content that players will eventually exhaust. Procedural generation solves this content-scaling problem. It allows a small team to generate a near-infinite amount of varied gameplay experiences, which is the foundational technology for the roguelike genre.\n'}","Procedural Generation - Procedural Generation is a set of algorithms used to create game content on the fly, rather than manually designing it. This can apply to level layouts, item statistics, character appearances, or entire worlds. By using a combination of rules and randomness (often derived from a ""seed"" value), it can generate vast amounts of unique-feeling content from a limited set of pre-made assets.",1
"{'title': 'Finite handcrafted content', 'description': 'Manually designing every level and encounter is incredibly time-consuming and results in a finite amount of content that players will eventually exhaust. Procedural generation solves this content-scaling problem. It allows a small team to generate a near-infinite amount of varied gameplay experiences, which is the foundational technology for the roguelike genre.\n'}","Adaptive Soundtrack - An Adaptive Soundtrack is a musical score that dynamically changes its intensity, instrumentation, or melody in real-time based on gameplay events. Using a system of musical layers or stems, the game can seamlessly transition between different states, such as 'exploration,' 'tension,' and 'combat.' The audio engine cues these changes based on triggers like an enemy spotting the player or a new area being discovered, ensuring the music always matches the on-screen action.",0
"{'title': 'Finite handcrafted content', 'description': 'Manually designing every level and encounter is incredibly time-consuming and results in a finite amount of content that players will eventually exhaust. Procedural generation solves this content-scaling problem. It allows a small team to generate a near-infinite amount of varied gameplay experiences, which is the foundational technology for the roguelike genre.\n'}","Flocking - Flocking is an AI algorithm that simulates the coordinated, emergent behavior of a group of entities (a ""flock"" or ""swarm""). It's based on a set of simple rules that each individual agent follows, such as separation (avoid crowding neighbors), alignment (steer towards the average heading of neighbors), and cohesion (steer towards the average position of neighbors). The result is complex, natural-looking group movement without scripting each agent's path individually.",0
"{'title': 'Static and predictable game progression', 'description': ""If a game's progression is identical every time, it lacks surprise and replayability. Random events solve this by introducing unpredictable narrative and gameplay shifts. These ensure that no two playthroughs are the same and create emergent stories as players are forced to react to unexpected situations.\n""}","Random Events - A Random Event is a system that triggers unexpected, scripted or semi-scripted occurrences within the game world based on a set of probabilities, hidden timers, or specific player actions. These events are designed to disrupt the normal flow of gameplay and can range from a sudden pirate attack in a strategy game to a unique NPC encounter in an open world.",1
"{'title': 'Static and predictable game progression', 'description': ""If a game's progression is identical every time, it lacks surprise and replayability. Random events solve this by introducing unpredictable narrative and gameplay shifts. These ensure that no two playthroughs are the same and create emergent stories as players are forced to react to unexpected situations.\n""}","Destructible Environments - Destructible Environments are a physics-based system that allows game world geometry, such as walls, cover, and entire buildings, to be dynamically damaged and destroyed by player or AI actions. This creates a battlefield that is not static, but is constantly changing and reacting to the forces of combat. Implementations can range from simple, pre-scripted destruction to fully dynamic, physics-based demolition.",0
"{'title': 'Static and predictable game progression', 'description': ""If a game's progression is identical every time, it lacks surprise and replayability. Random events solve this by introducing unpredictable narrative and gameplay shifts. These ensure that no two playthroughs are the same and create emergent stories as players are forced to react to unexpected situations.\n""}","Base Building - Base Building is a system that allows players to construct persistent, customized structures and settlements using in-game resources. It functions as a core gameplay loop in many survival and sandbox games, offering a functional hub for crafting and storage, as well as a canvas for player creativity. The systems can range from placing pre-fabricated structures to free-form construction using individual pieces like walls and floors.",0
"{'title': 'Repetitive combat loops', 'description': ""It's a design challenge to make fighting the same type of enemy for the hundredth time feel exciting. Randomized loot drops solve this by turning every kill into a potential jackpot. The constant chance of finding a rare and powerful item creates a powerful psychological 'pull' that keeps players engaged in otherwise repetitive combat.\n""}","Loot Drops - A Loot Drop is a system where defeating an enemy or opening a container triggers a random chance to generate one or more items (""loot""). The system is governed by ""loot tables,"" which are data structures that define the possible items that can be generated and their respective probabilities. Item rarity is a key factor, with powerful, ""legendary"" items having a very low drop chance.",1
"{'title': 'Repetitive combat loops', 'description': ""It's a design challenge to make fighting the same type of enemy for the hundredth time feel exciting. Randomized loot drops solve this by turning every kill into a potential jackpot. The constant chance of finding a rare and powerful item creates a powerful psychological 'pull' that keeps players engaged in otherwise repetitive combat.\n""}","Open World Map - An Open World Map is the user interface screen that displays the player's position within a large, non-linear game world. It serves as the primary tool for navigation, allowing players to set custom waypoints, view discovered points of interest, and often track the locations of quests and other activities spread across the expansive game space.",0
"{'title': 'Repetitive combat loops', 'description': ""It's a design challenge to make fighting the same type of enemy for the hundredth time feel exciting. Randomized loot drops solve this by turning every kill into a potential jackpot. The constant chance of finding a rare and powerful item creates a powerful psychological 'pull' that keeps players engaged in otherwise repetitive combat.\n""}","First-Person View - First-Person View is a camera perspective where the viewpoint is placed within the character's head, showing the game world from their eyes. The player character's body is typically not rendered, with the exception of their hands, arms, and any held items like weapons or tools. This perspective offers a direct, unfiltered view of the game world, prioritizing immersion and direct aiming.",0
"{'title': 'Predictable turn-based outcomes', 'description': ""It's a design challenge in turn-based games that if every action has a fixed result, the game can become a solved mathematical puzzle. A dice roll solves this by introducing a core element of chance. It ensures that no two turns are exactly alike and that even a losing player has a chance to turn the tables with a lucky roll.\n""}","Dice Roll - A Dice Roll is a mechanic that uses a random number generator (RNG) to simulate the outcome of rolling one or more dice. The result is typically an integer within a defined range (e.g., 1-6 or 1-20) that directly influences a gameplay outcome. This can include movement distance on a board, the success or failure of an action, or the amount of damage dealt in a tabletop-style RPG.",1
"{'title': 'Predictable turn-based outcomes', 'description': ""It's a design challenge in turn-based games that if every action has a fixed result, the game can become a solved mathematical puzzle. A dice roll solves this by introducing a core element of chance. It ensures that no two turns are exactly alike and that even a losing player has a chance to turn the tables with a lucky roll.\n""}","Modular Construction - Modular Construction is a ""snap-together"" building system that uses a limited set of pre-fabricated, interlocking pieces (like floors, walls, and ramps). These pieces are designed to connect to each other seamlessly, often on a grid system, allowing for rapid and intuitive building. This method contrasts with more granular, free-form systems like voxel-based construction.",0
"{'title': 'Predictable turn-based outcomes', 'description': ""It's a design challenge in turn-based games that if every action has a fixed result, the game can become a solved mathematical puzzle. A dice roll solves this by introducing a core element of chance. It ensures that no two turns are exactly alike and that even a losing player has a chance to turn the tables with a lucky roll.\n""}","Critical Hits - A Critical Hit, or ""crit,"" is a combat mechanic where, based on a random chance (a ""crit rate"" percentage), an attack will deal a significantly increased amount of damage. The damage multiplier (e.g., 200%) and the chance to trigger a crit are often key stats that can be improved by a character's attributes or gear.",0
"{'title': 'Predictable combat outcomes', 'description': 'If every attack deals a fixed amount of damage, combat can become a purely mathematical and predictable exercise. Critical hits solve this by introducing an element of random chance. The possibility of a sudden burst of damage adds a layer of excitement and unpredictability to every encounter, creating memorable high-roll moments.\n'}","Critical Hits - A Critical Hit, or ""crit,"" is a combat mechanic where, based on a random chance (a ""crit rate"" percentage), an attack will deal a significantly increased amount of damage. The damage multiplier (e.g., 200%) and the chance to trigger a crit are often key stats that can be improved by a character's attributes or gear.",1
"{'title': 'Predictable combat outcomes', 'description': 'If every attack deals a fixed amount of damage, combat can become a purely mathematical and predictable exercise. Critical hits solve this by introducing an element of random chance. The possibility of a sudden burst of damage adds a layer of excitement and unpredictability to every encounter, creating memorable high-roll moments.\n'}","Voice Input - Voice Input is an input method that allows players to control in-game actions by speaking into a microphone. This system uses speech recognition technology to parse player speech and map it to specific commands within the game's control scheme. It is often used as an alternative or supplement to traditional controller or keyboard inputs, allowing for hands-free control of certain actions.",0
"{'title': 'Predictable combat outcomes', 'description': 'If every attack deals a fixed amount of damage, combat can become a purely mathematical and predictable exercise. Critical hits solve this by introducing an element of random chance. The possibility of a sudden burst of damage adds a layer of excitement and unpredictability to every encounter, creating memorable high-roll moments.\n'}","Dynamic Tooltips - A Dynamic Tooltip is an information-rich popup that appears when the player hovers their cursor over a UI element, such as an item in their inventory or an ability on their hotbar. These tooltips are ""dynamic"" because they update in real-time to reflect how an item's stats would change based on the player's current attributes, buffs, or even a comparison with their currently equipped gear.",0
"{'title': 'Static and exploitable economies', 'description': 'If item prices are fixed, players will inevitably find the single most profitable activity and grind it exclusively, breaking the economy. A supply and demand system solves this. It creates a dynamic, self-regulating economy where over-saturating the market with one item makes it less profitable, encouraging players to diversify their activities.\n'}","Supply and Demand - Supply and Demand is a simulation model where the prices of goods and services within a game economy are not fixed, but fluctuate dynamically. Prices are determined by their availability (supply) and the players' or NPCs' need for them (demand). High supply and low demand drive prices down, while low supply and high demand drive them up, creating a self-regulating market.",1
"{'title': 'Static and exploitable economies', 'description': 'If item prices are fixed, players will inevitably find the single most profitable activity and grind it exclusively, breaking the economy. A supply and demand system solves this. It creates a dynamic, self-regulating economy where over-saturating the market with one item makes it less profitable, encouraging players to diversify their activities.\n'}","Perk System - A Perk System is a progression system where players can unlock specific, named abilities or passive bonuses (""perks"") that provide unique gameplay advantages. Unlike simple stat increases from leveling up, perks often grant new capabilities (e.g., ""pick any lock"") or significantly alter existing ones (e.g., ""pistols now fire in a burst""). They are the primary tool for creating distinct character builds.",0
"{'title': 'Static and exploitable economies', 'description': 'If item prices are fixed, players will inevitably find the single most profitable activity and grind it exclusively, breaking the economy. A supply and demand system solves this. It creates a dynamic, self-regulating economy where over-saturating the market with one item makes it less profitable, encouraging players to diversify their activities.\n'}","Voice Chat - Voice Chat is a system, either native to the game or integrated via a platform service (like Steam Voice or Discord), that allows players in the same session to communicate in real-time using a microphone. It provides a direct, high-bandwidth channel for communication that is far more efficient than text-based chat or in-game ping systems.",0
"{'title': 'Post-launch revenue model', 'description': ""It's a difficult business problem to fund continuous development for a live-service game after its initial launch. Microtransactions provide a model for ongoing revenue. This allows the designer to fund the game as a continuous service, providing regular updates and new content financed by a dedicated player base.\n""}","Microtransactions - Microtransactions are a system that allows players to purchase in-game content or currency using real-world money. These transactions are handled through a digital storefront integrated into the game client. The content sold can range from purely cosmetic items (like character skins), to quality-of-life improvements, to items that offer a direct gameplay advantage, the implementation of which is a key design and ethical consideration.",1
"{'title': 'Post-launch revenue model', 'description': ""It's a difficult business problem to fund continuous development for a live-service game after its initial launch. Microtransactions provide a model for ongoing revenue. This allows the designer to fund the game as a continuous service, providing regular updates and new content financed by a dedicated player base.\n""}","Base Building - Base Building is a system that allows players to construct persistent, customized structures and settlements using in-game resources. It functions as a core gameplay loop in many survival and sandbox games, offering a functional hub for crafting and storage, as well as a canvas for player creativity. The systems can range from placing pre-fabricated structures to free-form construction using individual pieces like walls and floors.",0
"{'title': 'Post-launch revenue model', 'description': ""It's a difficult business problem to fund continuous development for a live-service game after its initial launch. Microtransactions provide a model for ongoing revenue. This allows the designer to fund the game as a continuous service, providing regular updates and new content financed by a dedicated player base.\n""}","In-Game Currency - An In-Game Currency is a fungible, universally accepted medium of exchange within the game world (e.g., gold, credits, dollars). It acts as a standardized measure of value for goods and services, forming the backbone of any game economy. It is typically awarded to the player for completing activities and is spent on items, upgrades, and services provided by NPCs or other players.",0
"{'title': 'Inefficient player-to-player trade', 'description': ""It's a design challenge to facilitate trade in a persistent online world, as requiring players to meet in-game is inefficient and depends on both parties being online simultaneously. An auction house solves this by creating a centralized, asynchronous marketplace, allowing for a fluid, 24/7 player economy without the logistical headache of direct bartering.\n""}","Auction House - An Auction House is a centralized, asynchronous marketplace system in a multiplayer game. It allows players to list items for sale for a set duration, and other players can then place bids or purchase the item outright for a ""buyout"" price. This system automates player-to-player trade, removing the need for both parties to be online and meet in the same location to conduct an exchange.",1
"{'title': 'Inefficient player-to-player trade', 'description': ""It's a design challenge to facilitate trade in a persistent online world, as requiring players to meet in-game is inefficient and depends on both parties being online simultaneously. An auction house solves this by creating a centralized, asynchronous marketplace, allowing for a fluid, 24/7 player economy without the logistical headache of direct bartering.\n""}","Ragdoll Physics - Ragdoll Physics is a procedural animation system that takes over a character's model upon death, incapacitation, or major impact. Instead of playing a pre-canned, static animation, the character's body becomes a collection of rigid bodies connected by joints. This ""ragdoll"" then reacts realistically to the forces applied to it, causing it to tumble down stairs, slump over ledges, or be thrown by an explosion in a unique, unscripted way every time.",0
"{'title': 'Inefficient player-to-player trade', 'description': ""It's a design challenge to facilitate trade in a persistent online world, as requiring players to meet in-game is inefficient and depends on both parties being online simultaneously. An auction house solves this by creating a centralized, asynchronous marketplace, allowing for a fluid, 24/7 player economy without the logistical headache of direct bartering.\n""}","Minimap - A Minimap is a small, real-time map of the player's immediate surroundings, displayed as a persistent element of the HUD, typically in a corner of the screen. It shows the player's position and orientation, nearby points of interest, quest objectives, and sometimes the position of enemies. It provides crucial navigational and situational awareness at a glance.",0
"{'title': 'Bartering system limitations', 'description': 'A pure bartering system (trading items for items) is cumbersome because it requires a ""coincidence of wants""both players must have something the other desires. In-game currency solves this. It provides a universal medium of exchange, allowing players to sell what they have and buy what they need without finding a perfect trading partner.\n'}","In-Game Currency - An In-Game Currency is a fungible, universally accepted medium of exchange within the game world (e.g., gold, credits, dollars). It acts as a standardized measure of value for goods and services, forming the backbone of any game economy. It is typically awarded to the player for completing activities and is spent on items, upgrades, and services provided by NPCs or other players.",1
"{'title': 'Bartering system limitations', 'description': 'A pure bartering system (trading items for items) is cumbersome because it requires a ""coincidence of wants""both players must have something the other desires. In-game currency solves this. It provides a universal medium of exchange, allowing players to sell what they have and buy what they need without finding a perfect trading partner.\n'}","Flocking - Flocking is an AI algorithm that simulates the coordinated, emergent behavior of a group of entities (a ""flock"" or ""swarm""). It's based on a set of simple rules that each individual agent follows, such as separation (avoid crowding neighbors), alignment (steer towards the average heading of neighbors), and cohesion (steer towards the average position of neighbors). The result is complex, natural-looking group movement without scripting each agent's path individually.",0
"{'title': 'Player specialization imbalance', 'description': ""In games with specialized professions (e.g., blacksmith, alchemist), one player cannot do everything. This can be a frustrating roadblock if they need an item they can't craft. A trade system solves this by fostering interdependence. It allows specialists to profit from their skills and enables other players to acquire what they need, creating a healthy, cooperative community.\n""}","Trade System - A Trade System is the set of rules and user interface elements that facilitates the direct exchange of items or currency between two or more parties, such as player-to-player or player-to-NPC. This can include simple two-player trading windows with an ""accept"" button to prevent scams, complex bartering systems with NPCs, or large-scale cargo hauling between different regions in a game world.",1
"{'title': 'Player specialization imbalance', 'description': ""In games with specialized professions (e.g., blacksmith, alchemist), one player cannot do everything. This can be a frustrating roadblock if they need an item they can't craft. A trade system solves this by fostering interdependence. It allows specialists to profit from their skills and enables other players to acquire what they need, creating a healthy, cooperative community.\n""}","Invisibility - Invisibility is a stealth-oriented mechanic that masks the player character from enemy sight, enabling strategic repositioning or bypassing encounters. The implementation can range from complete visual concealment to a partial ""predator-style"" shimmer, often achieved with distortion or fresnel shaders that bend light around the character model. This visual cue is a key balancing factor, as it allows highly attentive enemies to spot movement.  Beyond the visual aspect, invisibility systems are tightly integrated with the AI's sensory logic. Enemies might not see the player, but may still react to secondary stimuli like sound or environmental disturbances. Balancing is critical and typically involves limitations like a finite duration, a depletable energy pool, or the effect immediately breaking upon an aggressive action.",0
